AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,AT,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,HT
28,40,34,23,0,0,125,27,23,33,28,0,0,111
27,40,30,37,0,0,134,31,36,20,43,0,0,130
25,35,35,24,0,0,119,37,26,33,16,0,0,112
28,26,21,40,0,0,115,21,22,51,30,0,0,124
28,33,25,32,0,0,118,36,26,38,39,0,0,139
29,25,30,25,0,0,109,33,26,40,24,0,0,123
24,33,27,29,12,0,125,28,23,30,32,15,0,128
34,31,26,34,0,0,125,22,27,30,38,0,0,117
31,35,30,32,14,0,142,36,25,39,28,3,0,131
31,25,30,24,0,0,110,33,26,34,20,0,0,113
36,28,35,34,0,0,133,26,39,24,29,0,0,118
18,20,24,31,0,0,93,24,33,33,23,0,0,113
26,30,26,40,0,0,122,31,32,33,30,0,0,126
34,33,28,18,0,0,113,30,31,40,23,0,0,124
33,32,27,37,0,0,129,27,28,28,27,0,0,110
30,26,29,26,0,0,111,32,35,27,22,0,0,116
21,28,32,21,0,0,102,22,34,36,34,0,0,126
27,27,32,28,0,0,114,30,34,32,33,0,0,129
27,33,37,27,0,0,124,29,27,26,31,0,0,113
23,42,32,28,0,0,125,22,27,31,28,0,0,108
33,27,33,21,0,0,114,38,32,25,35,0,0,130
30,33,29,23,6,0,121,28,27,27,33,11,0,126
26,26,26,27,0,0,105,37,28,24,21,0,0,110
20,27,32,34,0,0,113,32,24,27,23,0,0,106
23,24,30,24,0,0,101,27,39,26,29,0,0,121
21,34,29,18,0,0,102,36,28,29,34,0,0,127
31,25,27,25,0,0,108,30,33,17,27,0,0,107
25,27,26,20,0,0,98,33,28,34,17,0,0,112
32,23,27,24,7,0,113,28,29,22,27,13,0,119
28,27,33,30,0,0,118,24,25,37,33,0,0,119
37,22,35,13,0,0,107,27,27,34,24,0,0,112
40,35,30,21,0,0,126,24,38,32,33,0,0,127
30,30,24,29,0,0,113,36,21,28,36,0,0,121
34,34,28,30,0,0,126,29,35,35,36,0,0,135
26,23,36,25,0,0,110,27,33,24,32,0,0,116
30,27,36,26,0,0,119,20,23,32,31,0,0,106
29,24,26,36,0,0,115,38,26,28,30,0,0,122
30,21,28,35,0,0,114,36,29,34,30,0,0,129
27,29,42,21,0,0,119,20,27,26,27,0,0,100
23,39,36,32,0,0,130,33,34,28,26,0,0,121
24,27,28,25,0,0,104,33,20,33,27,0,0,113
25,33,34,26,0,0,118,33,27,35,37,0,0,132
34,27,22,31,0,0,114,33,17,39,34,0,0,123
27,33,31,25,0,0,116,31,36,32,28,0,0,127
19,38,33,29,0,0,119,23,37,25,39,0,0,124
25,31,40,16,0,0,112,41,19,28,30,0,0,118
27,30,30,38,0,0,125,30,30,31,35,0,0,126
22,33,38,37,0,0,130,32,30,31,38,0,0,131
28,32,24,19,0,0,103,30,25,22,25,0,0,102
32,29,36,26,0,0,123,22,27,30,27,0,0,106
27,26,29,26,0,0,108,35,14,21,18,0,0,88
32,36,35,23,0,0,126,30,34,29,32,0,0,125
25,25,29,22,0,0,101,31,22,30,33,0,0,116
28,22,38,28,0,0,116,39,25,24,16,0,0,104
38,31,20,26,0,0,115,20,23,29,24,0,0,96
31,38,27,30,0,0,126,30,33,35,25,0,0,123
28,26,31,26,0,0,111,37,25,36,25,0,0,123
26,32,29,21,0,0,108,27,32,32,27,0,0,118
34,34,20,30,0,0,118,17,33,20,25,0,0,95
11,20,27,25,0,0,83,23,31,25,23,0,0,102
22,38,34,27,0,0,121,21,24,31,39,0,0,115
34,31,31,34,4,0,134,27,20,44,39,15,0,145
33,24,33,24,0,0,114,29,37,25,31,0,0,122
25,27,29,30,0,0,111,33,24,27,36,0,0,120
25,22,32,24,0,0,103,37,37,34,31,0,0,139
18,26,39,28,0,0,111,26,29,32,19,0,0,106
23,30,32,26,0,0,111,23,36,31,34,0,0,124
26,27,42,26,11,9,141,38,32,25,26,11,11,143
27,25,30,24,0,0,106,22,39,41,33,0,0,135
34,33,14,29,0,0,110,28,21,34,17,0,0,100
28,21,36,28,0,0,113,32,29,29,33,0,0,123
33,21,37,26,0,0,117,34,40,48,28,0,0,150
35,25,28,29,0,0,117,23,28,38,26,0,0,115
40,36,26,29,0,0,131,26,21,26,34,0,0,107
14,29,21,24,0,0,88,15,18,26,31,0,0,90
28,25,35,27,0,0,115,31,39,25,31,0,0,126
28,33,23,36,6,0,126,27,39,31,23,9,0,129
29,26,34,25,0,0,114,39,23,32,23,0,0,117
13,26,24,34,7,0,104,12,26,21,38,4,0,101
33,26,26,27,0,0,112,40,29,19,33,0,0,121
24,29,32,21,0,0,106,29,31,29,24,0,0,113
22,30,21,35,0,0,108,45,30,23,21,0,0,119
34,26,31,31,0,0,122,26,30,32,31,0,0,119
23,25,30,31,0,0,109,32,20,27,33,0,0,112
30,31,30,29,0,0,120,30,28,30,29,0,0,117
22,43,27,31,0,0,123,20,23,35,37,0,0,115
29,35,25,35,0,0,124,20,26,19,30,0,0,95
31,33,31,36,0,0,131,23,33,30,28,0,0,114
15,17,27,32,0,0,91,32,34,36,20,0,0,122
29,26,27,17,0,0,99,26,28,27,27,0,0,108
25,34,40,27,0,0,126,30,25,29,28,0,0,112
27,26,35,20,0,0,108,28,36,21,17,0,0,102
30,27,24,31,0,0,112,26,21,31,30,0,0,108
51,33,28,26,0,0,138,28,32,27,22,0,0,109
17,25,38,30,0,0,110,35,33,35,24,0,0,127
28,20,28,33,0,0,109,31,20,35,35,0,0,121
28,30,24,26,0,0,108,26,36,32,27,0,0,121
33,21,25,36,0,0,115,37,31,32,28,0,0,128
30,21,27,26,0,0,104,23,23,27,23,0,0,96
28,21,33,32,0,0,114,37,33,28,32,0,0,130
33,35,25,28,0,0,121,30,27,32,27,0,0,116
24,25,40,29,0,0,118,28,25,31,42,0,0,126
15,31,35,36,0,0,117,34,29,34,30,0,0,127
28,34,30,23,0,0,115,29,30,23,19,0,0,101
37,36,36,27,0,0,136,38,35,36,25,0,0,134
35,36,29,23,0,0,123,27,27,28,29,0,0,111
27,26,21,31,0,0,105,34,24,31,28,0,0,117
27,18,34,32,0,0,111,15,32,26,43,0,0,116
24,28,38,28,0,0,118,23,43,32,25,0,0,123
31,35,13,23,0,0,102,30,34,18,19,0,0,101
24,34,19,27,0,0,104,33,29,19,15,0,0,96
34,21,28,26,0,0,109,33,36,27,24,0,0,120
35,22,23,32,0,0,112,26,28,25,19,0,0,98
25,41,19,27,0,0,112,26,26,35,21,0,0,108
35,33,32,32,0,0,132,37,19,32,24,0,0,112
25,25,23,26,0,0,99,28,31,25,23,0,0,107
22,24,27,38,0,0,111,22,29,27,29,0,0,107
25,36,31,21,0,0,113,35,37,25,24,0,0,121
23,25,31,30,0,0,109,29,33,32,28,0,0,122
31,21,32,27,0,0,111,41,31,35,29,0,0,136
20,23,32,41,0,0,116,27,38,42,40,0,0,147
26,30,32,23,0,0,111,31,32,26,23,0,0,112
34,32,28,26,0,0,120,35,37,24,36,0,0,132
24,31,29,30,0,0,114,31,24,33,28,0,0,116
31,28,39,27,0,0,125,26,19,34,34,0,0,113
33,17,32,27,0,0,109,20,30,23,33,0,0,106
25,22,31,23,0,0,101,31,38,19,25,0,0,113
34,30,23,31,0,0,118,31,34,36,34,0,0,135
29,30,21,17,0,0,97,25,21,41,13,0,0,100
39,28,22,25,0,0,114,19,27,36,23,0,0,105
32,26,27,29,0,0,114,35,29,33,28,0,0,125
21,20,40,32,0,0,113,37,25,33,24,0,0,119
37,25,35,32,0,0,129,32,44,36,23,0,0,135
28,26,21,22,0,0,97,34,36,30,26,0,0,126
27,35,33,20,0,0,115,31,36,27,41,0,0,135
35,32,34,32,0,0,133,35,22,28,29,0,0,114
29,31,24,25,0,0,109,31,26,25,16,0,0,98
23,22,28,29,0,0,102,14,31,33,30,0,0,108
29,26,33,26,0,0,114,38,31,28,27,0,0,124
36,23,23,19,7,11,119,22,26,28,25,7,7,115
27,24,36,32,0,0,119,32,26,33,22,0,0,113
32,27,33,24,0,0,116,28,22,33,27,0,0,110
36,19,29,29,0,0,113,27,31,31,22,0,0,111
19,31,30,32,0,0,112,21,32,23,32,0,0,108
33,41,40,30,0,0,144,28,32,29,24,0,0,113
33,39,19,33,0,0,124,31,27,32,20,0,0,110
25,24,26,41,0,0,116,35,29,28,29,0,0,121
27,29,27,25,0,0,108,36,25,27,24,0,0,112
32,25,29,29,0,0,115,34,24,23,22,0,0,103
32,34,26,22,0,0,114,36,33,43,27,0,0,139
20,25,26,24,0,0,95,28,25,24,34,0,0,111
31,31,33,27,0,0,122,34,32,19,21,0,0,106
36,32,29,33,0,0,130,28,24,27,33,0,0,112
34,35,27,18,0,0,114,25,32,22,24,0,0,103
25,29,26,22,0,0,102,27,22,28,33,0,0,110
41,25,22,30,0,0,118,24,32,29,32,0,0,117
30,26,34,29,0,0,119,31,40,35,30,0,0,136
39,23,28,27,0,0,117,22,33,25,24,0,0,104
30,33,27,10,0,0,100,31,31,29,30,0,0,121
20,42,24,32,0,0,118,35,24,33,40,0,0,132
28,20,27,37,0,0,112,24,26,30,22,0,0,102
33,30,39,30,0,0,132,32,32,26,29,0,0,119
25,29,34,28,0,0,116,31,38,25,25,0,0,119
31,23,41,28,0,0,123,33,28,37,42,0,0,140
33,24,29,27,0,0,113,32,26,25,29,0,0,112
35,31,26,38,0,0,130,22,33,31,32,0,0,118
38,38,22,21,0,0,119,32,33,28,39,0,0,132
25,25,31,22,0,0,103,24,23,31,35,0,0,113
29,27,25,29,13,0,123,25,34,28,23,11,0,121
35,34,24,34,0,0,127,33,31,29,25,0,0,118
26,24,30,33,0,0,113,38,32,21,30,0,0,121
27,25,35,39,0,0,126,27,31,37,30,0,0,125
36,29,23,18,0,0,106,29,39,39,29,0,0,136
35,26,37,34,0,0,132,37,36,29,38,0,0,140
34,40,23,25,0,0,122,44,23,38,25,0,0,130
15,36,17,30,0,0,98,27,24,25,30,0,0,106
31,36,22,24,0,0,113,34,39,28,21,0,0,122
34,29,27,30,0,0,120,27,25,37,21,0,0,110
40,25,33,32,0,0,130,37,25,35,25,0,0,122
35,21,32,28,0,0,116,22,26,30,27,0,0,105
36,17,30,39,0,0,122,31,29,24,33,0,0,117
30,31,30,23,0,0,114,31,37,21,26,0,0,115
36,34,28,26,0,0,124,23,28,25,22,0,0,98
20,24,29,33,0,0,106,36,22,42,26,0,0,126
26,30,25,22,0,0,103,36,32,27,31,0,0,126
27,33,35,23,0,0,118,30,25,33,34,0,0,122
28,33,29,26,0,0,116,39,21,22,29,0,0,111
31,34,28,33,0,0,126,24,32,23,29,0,0,108
26,29,34,17,12,0,118,25,29,28,24,15,0,121
37,39,33,17,0,0,126,31,35,35,27,0,0,128
29,22,23,38,0,0,112,35,30,29,23,0,0,117
26,31,22,26,0,0,105,14,20,31,30,0,0,95
30,30,31,19,0,0,110,23,33,32,35,0,0,123
38,33,30,23,0,0,124,35,33,34,37,0,0,139
33,31,34,22,0,0,120,28,31,27,28,0,0,114
19,32,16,23,0,0,90,31,29,32,23,0,0,115
41,24,33,33,0,0,131,36,36,23,31,0,0,126
28,25,29,29,0,0,111,37,24,38,35,0,0,134
28,23,32,34,0,0,117,22,33,28,23,0,0,106
23,30,36,32,0,0,121,26,23,32,41,0,0,122
32,34,22,25,0,0,113,33,26,32,27,0,0,118
26,24,31,25,0,0,106,27,30,28,19,0,0,104
26,31,34,27,0,0,118,37,33,30,38,0,0,138
25,24,36,37,0,0,122,31,34,28,25,0,0,118
26,21,34,21,0,0,102,23,27,36,28,0,0,114
26,26,32,20,0,0,104,26,24,37,26,0,0,113
27,30,26,24,0,0,107,29,30,28,25,0,0,112
27,37,38,27,0,0,129,35,39,22,31,0,0,127
22,27,30,33,0,0,112,20,34,25,19,0,0,98
32,15,25,24,0,0,96,23,18,28,31,0,0,100
22,31,33,30,0,0,116,37,25,24,39,0,0,125
27,25,29,20,0,0,101,18,29,27,25,0,0,99
18,19,35,38,0,0,110,32,30,25,25,0,0,112
28,32,26,34,0,0,120,33,39,18,26,0,0,116
33,13,40,35,0,0,121,26,45,20,21,0,0,112
49,34,32,35,0,0,150,24,31,37,38,0,0,130
23,31,25,19,0,0,98,30,25,33,25,0,0,113
21,27,30,22,0,0,100,17,40,21,33,0,0,111
26,30,25,33,0,0,114,31,25,34,29,0,0,119
24,21,34,23,0,0,102,21,37,31,31,0,0,120
38,36,27,26,0,0,127,40,34,45,28,0,0,147
33,28,29,10,0,0,100,47,19,34,33,0,0,133
33,29,25,23,0,0,110,21,25,34,36,0,0,116
30,28,24,13,0,0,95,32,18,25,23,0,0,98
27,24,24,28,0,0,103,34,19,27,25,0,0,105
28,35,20,16,0,0,99,24,23,27,24,0,0,98
32,33,34,28,0,0,127,28,32,37,29,0,0,126
15,32,30,20,0,0,97,36,22,40,30,0,0,128
37,40,21,35,0,0,133,30,24,28,33,0,0,115
29,39,23,29,0,0,120,46,27,29,24,0,0,126
41,24,33,35,0,0,133,41,34,32,30,0,0,137
25,18,28,37,0,0,108,30,28,23,22,0,0,103
27,26,20,26,0,0,99,26,32,23,26,0,0,107
26,20,39,26,0,0,111,34,18,21,29,0,0,102
39,38,32,28,0,0,137,43,34,27,28,0,0,132
22,32,42,24,0,0,120,24,29,37,32,0,0,122
31,33,27,33,0,0,124,19,47,36,32,0,0,134
24,34,26,29,0,0,113,23,27,17,28,0,0,95
30,24,28,22,0,0,104,25,28,28,32,0,0,113
26,32,33,19,10,0,120,34,26,25,25,7,0,117
30,28,43,29,0,0,130,27,32,31,32,0,0,122
36,19,24,17,0,0,96,32,15,30,34,0,0,111
37,37,23,16,0,0,113,25,23,26,21,0,0,95
32,22,22,23,0,0,99,32,16,21,26,0,0,95
25,32,24,19,0,0,100,41,37,26,34,0,0,138
45,40,29,27,0,0,141,30,26,43,32,0,0,131
31,22,24,23,0,0,100,38,24,25,24,0,0,111
31,28,20,26,0,0,105,26,24,23,37,0,0,110
25,29,24,22,0,0,100,27,20,31,34,0,0,112
36,26,32,23,0,0,117,34,29,35,31,0,0,129
38,35,26,20,0,0,119,29,29,38,30,0,0,126
22,27,32,34,0,0,115,28,34,26,34,0,0,122
27,32,24,34,0,0,117,37,20,29,28,0,0,114
25,35,35,33,0,0,128,19,28,34,28,0,0,109
22,36,26,36,0,0,120,28,25,28,32,0,0,113
21,38,22,29,0,0,110,29,28,33,27,0,0,117
32,27,29,25,0,0,113,30,20,24,29,0,0,103
33,22,32,23,18,0,128,26,22,28,34,8,0,118
27,27,27,24,16,0,121,28,20,33,24,20,0,125
23,25,28,24,0,0,100,34,32,18,24,0,0,108
37,26,25,35,0,0,123,14,30,39,22,0,0,105
28,34,24,31,0,0,117,26,32,33,31,0,0,122
32,30,17,21,0,0,100,23,27,30,32,0,0,112
15,19,23,42,0,0,99,31,33,25,33,0,0,122
19,25,44,22,0,0,110,37,25,44,29,0,0,135
17,35,42,25,0,0,119,30,32,28,19,0,0,109
16,30,36,22,0,0,104,29,29,27,36,0,0,121
24,27,27,25,15,0,118,17,36,28,22,8,0,111
38,25,31,34,0,0,128,20,28,37,35,0,0,120
30,33,35,29,0,0,127,36,19,32,19,0,0,106
27,30,27,21,0,0,105,30,23,30,28,0,0,111
28,25,31,22,0,0,106,31,31,20,32,0,0,114
23,37,32,33,0,0,125,31,33,35,30,0,0,129
24,31,24,21,0,0,100,26,26,27,18,0,0,97
29,23,34,28,15,0,129,24,29,30,31,9,0,123
20,34,31,23,0,0,108,32,26,26,19,0,0,103
27,37,26,25,0,0,115,34,30,33,27,0,0,124
35,25,24,29,0,0,113,31,26,36,29,0,0,122
26,26,32,38,0,0,122,32,25,33,22,0,0,112
23,30,25,16,0,0,94,37,19,26,23,0,0,105
16,29,27,24,0,0,96,46,33,31,29,0,0,139
25,33,28,20,0,0,106,34,33,17,28,0,0,112
34,37,22,17,4,0,114,32,30,20,28,9,0,119
30,31,28,30,0,0,119,31,23,30,25,0,0,109
25,35,32,36,0,0,128,31,34,31,35,0,0,131
26,40,36,30,0,0,132,23,24,20,33,0,0,100
30,24,30,28,0,0,112,35,32,29,15,0,0,111
26,28,33,26,0,0,113,30,37,32,29,0,0,128
22,26,24,32,0,0,104,28,23,26,29,0,0,106
29,20,21,28,0,0,98,31,22,32,29,0,0,114
22,21,33,30,0,0,106,40,30,25,16,0,0,111
35,34,22,26,0,0,117,34,36,35,29,0,0,134
24,32,31,18,0,0,105,15,34,29,28,0,0,106
30,38,26,18,0,0,112,29,40,23,26,0,0,118
27,21,32,24,0,0,104,28,32,27,20,0,0,107
19,32,39,34,0,0,124,36,33,25,22,0,0,116
24,33,17,32,0,0,106,20,24,29,21,0,0,94
20,35,30,32,0,0,117,21,27,24,39,0,0,111
27,37,26,37,0,0,127,34,23,18,45,0,0,120
26,47,33,31,0,0,137,26,35,26,38,0,0,125
32,30,29,24,0,0,115,22,28,28,30,0,0,108
44,29,26,24,0,0,123,25,30,37,33,0,0,125
32,40,34,20,0,0,126,30,31,42,28,0,0,131
30,28,30,28,0,0,116,27,22,27,24,0,0,100
36,27,33,19,19,0,134,28,28,25,34,13,0,128
27,43,17,34,0,0,121,34,25,33,37,0,0,129
26,36,30,23,0,0,115,34,28,32,29,0,0,123
19,34,28,40,0,0,121,38,41,44,30,0,0,153
23,35,28,27,0,0,113,40,33,29,17,0,0,119
30,22,34,22,0,0,108,35,35,27,31,0,0,128
28,34,28,29,0,0,119,37,21,27,28,0,0,113
27,35,36,24,0,0,122,25,21,38,19,0,0,103
28,31,19,28,0,0,106,31,31,24,17,0,0,103
35,18,26,18,0,0,97,24,27,25,32,0,0,108
21,22,28,27,0,0,98,32,31,31,34,0,0,128
26,26,24,28,0,0,104,34,36,34,32,0,0,136
26,34,30,21,0,0,111,25,28,19,27,0,0,99
37,29,30,18,0,0,114,25,21,26,19,0,0,91
29,26,36,33,0,0,124,27,26,35,28,0,0,116
28,31,26,19,0,0,104,39,23,28,38,0,0,128
31,34,34,41,0,0,140,24,24,40,32,0,0,120
25,35,29,35,0,0,124,37,25,23,26,0,0,111
37,16,26,35,0,0,114,31,29,44,37,0,0,141
30,28,37,32,0,0,127,22,26,23,37,0,0,108
22,18,26,36,0,0,102,26,22,21,29,0,0,98
24,33,30,29,0,0,116,25,26,30,31,0,0,112
35,24,22,26,0,0,107,33,29,29,25,0,0,116
14,25,36,14,0,0,89,26,23,23,32,0,0,104
19,29,27,37,0,0,112,49,30,31,36,0,0,146
36,40,28,29,0,0,133,34,32,33,31,0,0,130
14,26,28,17,0,0,85,32,19,25,37,0,0,113
31,30,15,28,0,0,104,32,29,27,30,0,0,118
27,28,24,20,0,0,99,30,29,27,20,0,0,106
30,33,20,28,0,0,111,39,21,29,27,0,0,116
24,30,21,23,0,0,98,34,23,31,24,0,0,112
30,28,41,31,0,0,130,37,25,35,31,0,0,128
33,44,40,26,0,0,143,31,36,21,30,0,0,118
41,19,21,29,0,0,110,25,27,26,26,0,0,104
27,40,28,27,0,0,122,34,29,32,30,0,0,125
26,29,29,20,0,0,104,29,36,24,26,0,0,115
22,25,28,32,0,0,107,36,20,37,23,0,0,116
26,24,34,21,0,0,105,19,34,26,37,0,0,116
26,24,38,27,0,0,115,31,27,23,25,0,0,106
28,26,29,30,12,6,131,19,34,38,22,12,13,138
30,30,35,22,0,0,117,24,23,30,27,0,0,104
36,29,28,15,0,0,108,28,31,33,27,0,0,119
24,29,28,35,0,0,116,32,39,26,30,0,0,127
28,30,25,39,0,0,122,34,27,35,20,0,0,116
32,26,28,21,0,0,107,31,38,34,25,0,0,128
29,27,17,22,0,0,95,28,30,17,22,0,0,97
38,35,28,17,0,0,118,28,28,26,25,0,0,107
33,39,31,35,0,0,138,35,33,37,24,0,0,129
45,29,27,21,0,0,122,25,31,31,27,0,0,114
22,32,27,38,0,0,119,27,24,25,30,0,0,106
26,26,24,25,0,0,101,28,32,22,16,0,0,98
27,30,37,25,0,0,119,34,26,23,22,0,0,105
19,27,26,25,10,0,107,29,25,25,18,6,0,103
29,28,31,25,0,0,113,37,43,24,23,0,0,127
31,29,17,29,0,0,106,32,29,32,32,0,0,125
28,28,28,36,0,0,120,33,29,25,39,0,0,126
29,20,25,15,0,0,89,26,14,29,28,0,0,97
21,30,34,24,0,0,109,22,31,26,24,0,0,103
32,32,24,26,14,0,128,34,28,24,28,19,0,133
28,20,33,28,0,0,109,26,35,21,37,0,0,119
29,23,25,41,0,0,118,31,22,31,35,0,0,119
27,41,28,42,0,0,138,36,38,35,35,0,0,144
19,30,32,28,0,0,109,34,31,26,26,0,0,117
27,26,36,34,0,0,123,33,18,37,29,0,0,117
29,19,30,26,0,0,104,32,23,35,33,0,0,123
27,38,24,23,0,0,112,36,26,21,25,0,0,108
26,35,22,23,0,0,106,32,26,35,31,0,0,124
25,24,27,24,0,0,100,21,23,24,23,0,0,91
33,27,16,27,0,0,103,25,26,22,27,0,0,100
33,32,35,24,0,0,124,23,31,28,39,0,0,121
39,27,27,33,0,0,126,29,42,35,29,0,0,135
19,27,33,36,0,0,115,34,31,36,26,0,0,127
35,28,32,21,9,0,125,27,37,26,26,15,0,131
27,43,19,24,0,0,113,35,30,29,29,0,0,123
29,29,28,23,0,0,109,27,35,28,30,0,0,120
23,42,28,31,0,0,124,31,30,44,29,0,0,134
31,28,38,29,0,0,126,27,25,22,27,0,0,101
32,25,29,24,0,0,110,32,28,33,27,0,0,120
39,19,28,27,0,0,113,15,27,40,35,0,0,117
37,29,25,31,0,0,122,21,23,32,25,0,0,101
26,25,38,20,0,0,109,31,35,31,30,0,0,127
25,31,24,25,0,0,105,26,26,31,33,0,0,116
24,14,32,42,0,0,112,38,25,24,31,0,0,118
24,23,33,31,0,0,111,38,25,25,29,0,0,117
21,33,24,18,0,0,96,38,38,40,17,0,0,133
25,19,30,35,0,0,109,26,35,31,26,0,0,118
25,26,24,27,0,0,102,38,17,34,31,0,0,120
34,27,24,27,0,0,112,24,25,24,27,0,0,100
21,30,25,38,0,0,114,36,23,28,19,0,0,106
28,26,37,25,0,0,116,23,29,32,23,0,0,107
31,25,33,26,0,0,115,26,31,34,18,0,0,109
34,34,32,25,17,0,142,31,27,39,28,13,0,138
26,20,33,27,0,0,106,28,19,33,28,0,0,108
37,22,22,24,0,0,105,22,25,28,35,0,0,110
19,26,32,33,0,0,110,23,31,38,23,0,0,115
26,37,27,26,0,0,116,34,40,25,43,0,0,142
26,29,31,20,13,0,119,28,18,32,28,14,0,120
23,33,24,31,0,0,111,31,28,36,29,0,0,124
37,20,34,25,0,0,116,29,37,34,33,0,0,133
27,33,29,26,0,0,115,38,26,24,21,0,0,109
23,34,26,36,0,0,119,32,49,27,28,0,0,136
32,24,18,25,0,0,99,42,31,22,33,0,0,128
18,11,22,36,0,0,87,33,30,34,34,0,0,131
37,35,24,25,0,0,121,32,32,25,24,0,0,113
26,23,28,24,0,0,101,26,40,20,30,0,0,116
30,30,27,28,0,0,115,29,36,29,30,0,0,124
40,36,34,43,11,12,176,40,40,37,36,11,11,175
22,22,27,24,0,0,95,22,22,26,21,0,0,91
16,35,21,31,0,0,103,29,25,28,26,0,0,108
27,24,31,39,0,0,121,25,27,22,34,0,0,108
26,26,30,24,0,0,106,42,31,29,26,0,0,128
20,22,20,32,0,0,94,28,38,28,18,0,0,112
28,22,30,30,0,0,110,30,26,22,29,0,0,107
33,32,14,23,0,0,102,24,31,30,33,0,0,118
26,20,28,27,0,0,101,33,20,22,29,0,0,104
29,28,37,33,0,0,127,37,27,33,32,0,0,129
27,18,22,15,0,0,82,25,22,27,28,0,0,102
16,31,31,33,0,0,111,28,33,20,27,0,0,108
28,24,24,17,0,0,93,34,30,28,26,0,0,118
36,22,36,30,0,0,124,26,24,40,25,0,0,115
34,23,30,17,0,0,104,25,34,19,31,0,0,109
31,27,30,26,0,0,114,32,41,29,29,0,0,131
22,36,30,32,4,0,124,35,31,31,23,14,0,134
21,25,30,30,0,0,106,41,24,27,25,0,0,117
28,30,26,17,0,0,101,22,28,30,19,0,0,99
15,31,29,19,0,0,94,27,33,28,21,0,0,109
36,14,29,22,0,0,101,25,24,25,19,0,0,93
27,25,33,34,0,0,119,27,29,34,26,0,0,116
22,30,39,27,0,0,118,34,28,23,19,0,0,104
22,27,35,25,0,0,109,26,20,47,28,0,0,121
23,23,26,26,0,0,98,24,20,26,34,0,0,104
41,33,32,27,0,0,133,30,24,30,28,0,0,112
44,27,22,30,0,0,123,38,28,21,30,0,0,117
31,38,37,18,0,0,124,33,26,39,24,0,0,122
32,18,21,31,0,0,102,30,18,25,21,0,0,94
41,24,17,23,0,0,105,27,21,39,36,0,0,123
26,32,28,22,0,0,108,33,23,19,26,0,0,101
27,30,22,26,0,0,105,22,19,32,18,0,0,91
38,31,32,16,0,0,117,36,18,32,29,0,0,115
28,24,26,35,0,0,113,26,29,41,21,0,0,117
34,37,25,23,0,0,119,38,15,24,19,0,0,96
29,28,30,31,0,0,118,47,34,29,32,0,0,142
25,22,38,28,0,0,113,19,25,24,31,0,0,99
29,37,30,21,0,0,117,31,45,32,31,0,0,139
31,26,33,33,0,0,123,30,30,24,33,0,0,117
29,24,37,31,0,0,121,31,25,35,19,0,0,110
20,30,28,30,0,0,108,24,35,30,30,0,0,119
37,30,24,35,0,0,126,38,33,39,23,0,0,133
29,25,16,29,0,0,99,21,31,31,27,0,0,110
27,29,16,19,0,0,91,26,19,42,28,0,0,115
31,33,27,26,0,0,117,26,22,25,33,0,0,106
19,30,27,35,0,0,111,31,28,38,32,0,0,129
15,40,34,26,0,0,115,37,27,20,21,0,0,105
40,20,34,31,0,0,125,29,35,21,19,0,0,104
37,34,25,26,0,0,122,31,25,32,32,0,0,120
29,23,32,19,0,0,103,34,33,30,33,0,0,130
27,31,22,17,0,0,97,28,22,30,33,0,0,113
35,22,21,21,0,0,99,21,33,28,26,0,0,108
32,31,33,31,0,0,127,35,33,33,27,0,0,128
33,23,27,27,0,0,110,34,21,21,26,0,0,102
26,27,33,19,11,0,116,30,23,26,26,4,0,109
21,24,22,23,0,0,90,24,30,42,18,0,0,114
26,23,26,34,0,0,109,29,37,21,30,0,0,117
29,41,25,27,0,0,122,32,36,22,20,0,0,110
29,24,32,48,0,0,133,29,30,40,31,0,0,130
36,38,31,33,0,0,138,30,34,38,32,0,0,134
31,28,37,34,0,0,130,25,37,33,31,0,0,126
30,37,28,30,0,0,125,35,25,29,33,0,0,122
18,36,18,33,0,0,105,33,22,23,35,0,0,113
21,20,21,24,0,0,86,36,34,16,16,0,0,102
31,27,34,30,0,0,122,27,29,32,31,0,0,119
24,39,24,23,0,0,110,38,35,35,34,0,0,142
20,31,33,35,0,0,119,35,35,31,28,0,0,129
31,23,34,25,8,10,131,34,27,26,26,8,8,129
34,25,24,34,0,0,117,28,20,32,31,0,0,111
28,33,51,17,0,0,129,30,37,30,38,0,0,135
33,35,24,17,5,0,114,26,30,22,31,9,0,118
31,28,30,21,0,0,110,18,33,23,30,0,0,104
38,40,36,33,0,0,147,39,40,35,29,0,0,143
43,25,28,32,0,0,128,30,33,29,38,0,0,130
34,27,27,25,0,0,113,29,29,25,35,0,0,118
32,27,20,29,0,0,108,29,30,38,26,0,0,123
29,24,36,30,0,0,119,26,32,30,29,0,0,117
36,34,32,32,0,0,134,26,34,32,31,0,0,123
24,34,29,30,0,0,117,27,18,23,26,0,0,94
21,29,37,25,0,0,112,21,45,23,16,0,0,105
27,32,33,26,0,0,118,32,22,24,18,0,0,96
30,34,35,29,0,0,128,40,28,37,32,0,0,137
31,28,27,30,0,0,116,34,25,28,33,0,0,120
21,36,23,23,0,0,103,23,33,26,30,0,0,112
34,24,32,32,0,0,122,28,33,33,26,0,0,120
28,17,27,21,0,0,93,35,25,34,21,0,0,115
26,31,30,17,0,0,104,30,23,29,18,0,0,100
